Order ID,Order Status,Category Name,Product Name,Quantity,Unit Price,Total Price,Sub Total,Delivery Charge,Payment Method,Customer ID,Merchant,Order Time,Customer Country,Purchase Again
8239260,COMPLETED,Chocolat,MAXON choco tartiner 200g,1,105,105,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Sucrerie,CHAMIA EL QODS 800g,1,485,485,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Petit-dejeuner,NOUNOURS miel 2kg,1,275,275,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Pates et riz,AMOR BENAMOR torsades 500g,2,80,160,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Pates et riz,SIM macaroni tlitli 500g,1,77,77,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Pates et riz,RIZ el wissam 500g,1,160,160,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Conserves,THON marathun huile 80*3,1,235,235,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Conserves,GOLDEN LAND mais doux 340g,1,150,150,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Farine et semoule,EL DAR farine 5kg,1,265,265,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Farine et semoule,Sim semoule Extra 10Kg,1,450,450,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Patisserie,SAF-INSTANT levure instantanee 125g,1,125,125,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,HygiÃ¨ne & beaute,JOHNSONS g/douche revitaliz 750ml,1,500,500,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Nettoyage,FORCE x deso nuits orie 500ml,1,195,195,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8239260,COMPLETED,Nettoyage,PRIL isis peaux sensibles 650ml,1,148,148,7025,200200,CASH,8138682.0,6158523,2021-01-01 06:48:02,Algeria,0
8240181,COMPLETED,Recharge telephonique,Recharge ooredoo 500DA,1,550,550,550,11,CARD_PAY,8257688.0,17558898,2021-01-01 08:01:47,Algeria,0
8240852,COMPLETED,Pain Special,Pain maison petit,3,30,90,470,11501150,CARD_PAY,8230412.0,17654385,2021-01-01 08:56:14,Algeria,1
8240852,COMPLETED,Pain Special,Pain aux olives,2,70,140,470,11501150,CARD_PAY,8230412.0,17654385,2021-01-01 08:56:14,Algeria,1
8240852,COMPLETED,Pain Special,pain complet,2,50,100,470,11501150,CARD_PAY,8230412.0,17654385,2021-01-01 08:56:14,Algeria,1
8240852,COMPLETED,Pain Special,pain complet en tranche,2,70,140,470,11501150,CARD_PAY,8230412.0,17654385,2021-01-01 08:56:14,Algeria,1
8240897,COMPLETED,Vienoisserie,Brioche tresse,1,60,60,100,11501150,CARD_PAY,8230412.0,17654385,2021-01-01 09:00:26,Algeria,1
8240897,COMPLETED,Vienoisserie,Pain suisse raisin,1,40,40,100,11501150,CARD_PAY,8230412.0,17654385,2021-01-01 09:00:26,Algeria,1
8241052,COMPLETED,Legumes,Carotte 250g,1,25,25,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Legumes,Pomme de terre 250g,1,20,20,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Legumes,Oignon 250g,1,20,20,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Legumes,Poivron 250g,1,40,40,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,,Concombre 250g,1,25,25,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Herbes,Percile,1,20,20,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Fruits,Banane 250g,2,75,150,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Fruits,Kiwi 250g,1,400,400,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Fruits,Avocat 250g,1,500,500,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Fruits,Prune 250g,1,100,100,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241052,COMPLETED,Legumes,Courgette 250g,2,50,100,1400,250250,CASH_PAY,4535460.0,8065701,2021-01-01 09:13:15,Algeria,1
8241095,COMPLETED,,TASSILI camembert 250g,1,290,290,920,250250,CASH_PAY,4535460.0,7149870,2021-01-01 09:17:22,Algeria,1
8241095,COMPLETED,,GOLDEN smile ananas 340g,1,350,350,920,250250,CASH_PAY,4535460.0,7149870,2021-01-01 09:17:22,Algeria,1
8241095,COMPLETED,,BONDUELLE champignons coupee 400g,1,280,280,920,250250,CASH_PAY,4535460.0,7149870,2021-01-01 09:17:22,Algeria,1
8241130,COMPLETED,,Viande hachee 250 Gr,1,425,425,2065,490490,CASH_PAY,4535460.0,17934462,2021-01-01 09:22:21,Algeria,1
8241130,COMPLETED,,Cuisses de poulet 500g Gr,1,280,280,2065,490490,CASH_PAY,4535460.0,17934462,2021-01-01 09:22:21,Algeria,1
8241130,COMPLETED,,Cotelette 250 Gr,1,420,420,2065,490490,CASH_PAY,4535460.0,17934462,2021-01-01 09:22:21,Algeria,1
8241130,COMPLETED,,Viande sans os 250 Gr,2,470,940,2065,490490,CASH_PAY,4535460.0,17934462,2021-01-01 09:22:21,Algeria,1
8241242,COMPLETED,Promotions,03 fardeaux Ifri + 1 offert,2,480,960,960,200200,CARD_PAY,5151986.0,6158523,2021-01-01 09:33:24,Algeria,1
8241579,COMPLETED,The et cafe,Cafe Aroma 250g,4,185,740,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Biscuits,BIMO pesos choco,2,75,150,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Biscuits,BIMO tango 255g,2,80,160,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Petit-dejeuner,NOUNOURS miel 2kg,1,275,275,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Petit-dejeuner,NOVA chocolat 300g,1,140,140,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Pates et riz,MAHBOUBA cheveux d'anges a nids 500g,1,145,145,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Pates et riz,WAI WAI nouilles poulet 75g,5,40,200,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Conserves,ZAHRA tomate 800g,2,240,480,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Sucre et sel,SKOR sucre 5kg,1,435,435,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Sucre et sel,Enasel sel 1kg,1,27,27,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Huile,Huile ELIO 5L,1,600,600,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Farine et semoule,SIM semoule extra 2kg,1,135,135,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Farine et semoule,SIM semoule moyen 2kg,1,150,150,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Farine et semoule,AMOUR couscous moyen 1kg,5,100,500,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Farine et semoule,EL DAR farine 5kg,2,265,530,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Farine et semoule,Sim semoule Extra 10Kg,1,450,450,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Patisserie,SAF-INSTANT levure instantanee 500g,1,320,320,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Patisserie,NOUARA levure chimique 10g,6,5,30,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Patisserie,EL MORDJANE vanille 5g,6,5,30,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,HygiÃ¨ne & beaute,AIGLE savon marseille parfume 250g,1,105,105,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,HygiÃ¨ne & beaute,TEST savon 250g,2,95,190,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,HygiÃ¨ne & beaute,PALMOLIVE shampoing 380 ml grenade,1,285,285,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,HygiÃ¨ne & beaute,PALMOLIVE shampoing vanille 380 ml,1,285,285,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,HygiÃ¨ne & beaute,SIGNAL anti caries 75 ml,1,175,175,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Nettoyage,BREF javel 1l,1,90,90,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Nettoyage,AIGLE vaisselle 430ml,1,102,102,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241579,COMPLETED,Nettoyage,LE CHAT machine 2.5kg sachet,1,610,610,7339,200200,CASH,5710450.0,6158523,2021-01-01 10:04:01,Algeria,1
8241794,COMPLETED,,NGAOUS confiture 400g,1,110,110,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,MARATUN thon 3pcs,2,250,500,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,BONDUELLE champignons coupee 400g,1,280,280,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,pain baguette,10,20,200,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,RAYANE PaIN BURGER,1,100,100,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,TAKELAIT biscottes 270g SANS SEL/SANS SUCRE,1,90,90,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMMAM nature 100g,6,20,120,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMMAM creme dessert 100g,6,25,150,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMMAM bnina 90g,6,25,150,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMAM LABAN BIFIDUS 1l,1,120,120,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMAM RAIB BIFIDUS 1L,2,125,250,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMMAM dialna 75g cd,6,15,90,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,LE berbere 32pcs,1,310,310,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,TASSILI camembert 250g,1,290,290,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,TASSILI sibaou 120g,1,130,130,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,ELEPHANTOS THE,1,270,270,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,MAXON chocolat a tartiner 1kg,1,440,440,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,OMO matic 3kg,1,669,669,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,AMIR SANIBON 1L,1,95,95,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,AMORA vinaigre de cidre 75cl,3,700,2100,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMMAM fromage frais 90g,10,40,400,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,Oeufs,2,380,760,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,LAIT SOUMAM 1L,10,105,1050,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,SOUMMAM bifidus 1l,1,120,120,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,LABELLE margarine 250g,1,90,90,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,AL RAAI beurre 200g,1,320,320,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,BETTOUCHE BEURRE 250gr,1,400,400,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,AL SHIFA 500gr,1,1600,1600,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241794,COMPLETED,,CHAIMA mozzarella 200g,1,350,350,11554,370370,CARD_PAY,5710450.0,7149870,2021-01-01 10:23:25,Algeria,1
8241873,COMPLETED,,Aubergines 1kg,2,130,260,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Betteraves 1kg,2,150,300,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Carottes 1kg,2,130,260,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Celeri 500gr,1,150,150,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Citrons 1kg,2,400,800,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Concombres 1kg,2,130,260,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Coriandre 1 botte,3,20,60,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Courgettes 1kg,2,230,460,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Fenouil 1kg,2,250,500,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Menthe fraiche 1 botte,3,30,90,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Ail 500g,1,600,600,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Persil 1 Botte,3,20,60,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Salade 1kg,2,220,440,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Tomates 1kg,2,120,240,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Oignon 1kg,2,80,160,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Poivrons 1kg,2,180,360,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Pommes de terre 1kg,10,100,1000,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Navets 1kg,2,250,500,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Thym,1,30,30,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Poivrons Rouges,2,200,400,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Olives melangees Ã Â eau 250gr,1,120,120,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Olives vertes coupees 250gr,1,125,125,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Olives vertes denoyautees 250gr,1,125,125,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Olives violettes 250gr,1,125,125,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Piment vert 1kg,2,180,360,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Bananes 1kg,3,350,1050,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Melon 1kg,1,150,150,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241873,COMPLETED,,Raisin 1kg,2,300,600,9585,280280,CARD_PAY,5710450.0,7951146,2021-01-01 10:29:12,Algeria,1
8241960,COMPLETED,,Viande hachee 250 Gr,8,462.5,3700,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8241960,COMPLETED,,Steak 250 Gr,4,487.5,1950,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8241960,COMPLETED,,Basse cote 250 Gr,4,455,1820,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8241960,COMPLETED,,Viande sans os 250 Gr,4,462.5,1850,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8241960,COMPLETED,,Merguez Royal 250 Gr,4,355,1420,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8241960,COMPLETED,,"Poulet complet entre 1,8 kg et 2,3 kg",2,1150,2300,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8241960,COMPLETED,,Escalope de dinde 250 Gr,4,275,1100,14140,400400,CARD_PAY,5710450.0,8069691,2021-01-01 10:35:24,Algeria,1
8242063,ACCEPTED,Lait,Soummam lait demi ecreme UHT 1l,4,100,400,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Lait,Candia entier 1l,2,110,220,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Cotex,COTEX essuie-tout plus 2R,2,195,390,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Chocolat,NUTELLA ferrero 600g,1,1200,1200,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,The et cafe,NESCAFE gold 100g,1,805,805,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Pates et riz,EZZED riz blanc basmati 1kg,1,285,285,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Pates et riz,MAHBOUBA lasagne 500g,2,150,300,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Conserves,JUMBO sauce tomate 250ml,2,65,130,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Conserves,ISABEL thon tomate 65g,1,96,96,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Conserves,ISABEL thon a l'huile 65g,3,105,315,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Conserves,Garrido lentilles 500g,1,128,128,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Conserves,Garrido haricot para marron 500g,1,175,175,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Sauces et epices,CAB hrissa 135g,1,55,55,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Sauces et epices,LESIEUR ketchup tube 250g,1,165,165,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
8242063,ACCEPTED,Sauces et epices,DUCROS mayonnaise 470g,1,560,560,9619,200200,CARD_PAY,8197528.0,6158523,2021-01-01 10:43:40,Algeria,0
